ID,company_short,company,n
20110331-0028,Northern Natural,Northern Natural Gas,2
20110328-0002,Atlantic Wind Connection,The Atlantic Wind Connection,2
20100525-0024,Alcoa Power Generating,Alcoa Power Generating,2
20091125-0034(partial),Green Island Power Authority,Green Island Power Authority,2
20080814-0227,City of Holyoke Gas & Electric,The City of Holyoke Gas & Electric,2
20080814-0224,City of Holyoke Gas & Electric,The City of Holyoke Gas & Electric,2
20080702-0298,Hydro Green,Hydro Green,2
20080626-0001,Energie,Energie Group,2
20080227-0019,Colorado Interstate,Colorado Interstate Gas,2
20080208-5076,Colorado Interstate,Colorado Interstate Gas,2
20071026-0169,Oregon LNG,Oregon LNG,2
20071003-0168,PPL Montana,PPL Montana,2
20071001-0199,PPL Montana,PPL Montana,2
20070720-0066,Nevada Companies,Nevada Companies,2
20070706-0135,Calnev,Calnev Pipe Line,2
20070430-0068,Hydro Green,Hydro Green,2
20061214-0113,Shangri-La,"Shangri-La Group,",2
20061207-0024,Shangri-La,"Shangri-La Group,",2
20060606-0272,Trunkline LNG,Trunkline LNG,2
20060523-0106,Green Island Power Authority,Green Island Power Authority,2
20060517-0293,Energie,Energie Group,2
20060517-0209,Trunkline LNG,Trunkline LNG,2
20060508-0107(partial),Grand Harbour,Grand Harbour,2
20040928-0125,Nevada Companies,Nevada Companies,2
20040824-0164,Snohomish Public Utility District,Snohomish Public Utility District,2
20040813-0003,Snohomish Public Utility District,Snohomish Public Utility District,2
20040728-0251,Royal Dutch/Shell,Royal Dutch/Shell Group,2
20040723-0183,Royal Dutch/Shell,Royal Dutch/Shell Group,2
20040610-0026,Appalachian Power,Appalachian Power Corporation,2
20040604-0114,Appalachian Power,Appalachian Power,2
20040507-0108,Alcoa Power Generating,Alcoa Power Generating,2
20040322-0258,Regional Transmission Organization,Regional Transmission Organization,2
20040322-0257,Oklahoma Gas and Electic,Oklahoma Gas and Electic,2
20040312-0256,Oklahoma Gas and Electic,Oklahoma Gas and Electic,2
20040312-0255,Regional Transmission Organization,Regional Transmission Organization,2
20040206-0074,PPL,PPL Corporation,2
20040202-0154,PPL,PPL Corporation,2
20031201-0211,Ponderay Newsprint,Ponderay Newsprint,2
20031120-0152,Sierra Pacific,Sierra Pacific power,2
20031120-0152,Morgan Stanley Capital,Morgan Stanley Capital Group,2
20031120-0152,BP,BP,2
20031120-0152,Allegheny,Allegheny,2
20031105-0382,Sierra Pacific,Sierra Pacific power,2
20031105-0382,Morgan Stanley Capital,Morgan Stanley Capital Group,2
20031105-0382,BP,BP,2
20031105-0382,Allegheny,Allegheny,2
20030716-0209,Southern California Edison,Southern California Edison,2
20030418-0059,Idaho Power,Idaho Power,2
20030313-0197,Northern Natural,Northern Natural Gas,2
20021206-0099,Holyoke Gas & Electric,Holyoke Gas & Electric,2
20020930-0281,ALCOA,ALCOA,2
20020930-0281,CP&I,CP&I,2
20020923-0196,ALCOA,ALCOA,2
20020923-0196,CP&I,CP&I,2
20020919-0204,Holyoke Gas & Electric,Holyoke Gas & Electric,2
20020815-0653,Southern Natural,Southern Natural Gas,2
20020716-0142,SG Resources Mississippi,"SG Resources Mississippi,",2
20020702-0064,SG Resources Mississippi,"SG Resources Mississippi,",2
20020509-0159,Public Utility District No. 1,Public Utility District No. 1,2
20020509-0157,Public Utility District No. 1,Public Utility District No. 1,2
20020403-0726,Ponderay Newsprint,Ponderay Newsprint,2
20020102-0046,PJM Interconnection,PJM Interconnection,2
20011206-0032,Bonneville Power Administration,Bonneville Power Administration,2
20011129-0008,Bonneville Power Administration,Bonneville Power Administration,2
20011108-0110,Idaho Power,Idaho Power,2
20011019-0270,ISO New England,ISO New England,2
20010918-0081,Iroquois,Iroquois Pipeline,2
20010831-0155,HOBO,HOBO,2
20010820-0203,HOBO,HOBO,2
20010820-0173,Cascade Power,Cascade Power,2
20010806-0366,Niagara Mohawk Pension Club,Niagara Mohawk Pension Club,2
20010806-0336,Cascade Power,Cascade Power,2
20010801-0270,Wing Municipalization,Wing Municipalization,2
20010801-0270,Alliance for Municipal Power,Alliance for Municipal Power,2
20010710-0042,Niagara Mohawk Pension Club,Niagara Mohawk Pension Club,2
20010710-0040,Alliance for Municipal Power,Alliance for Municipal Power,2
20010710-0040,Wing Municipalization,"Wing Municipalization, L.L.C.",2
20010709-0365,WEPCO,WEPCO,2
20010627-0096,WEPCO,WEPCO,2
20010329-0003,Bangor Hydro-Electric,Bangor Hydro-Electric,2
20010329-0003,Maine Public Utilities Commission,The Maine Public Utilities Commission,2
20010329-0003,Industrial,Industrial,2
20010328-0460,Trunkline,Trunkline Gas,2
20010126-0263,Trunkline,Trunkline Gas,2
20010116-0155,Connecticut Light and Power,Connecticut Light and Power,2
20010111-0319,ISO New England,"ISO New England,Inc.",2
20010111-0319,Bangor Hydro-Electric,Bangor Hydro-Electric,2
20010111-0319,Maine Public Utilities Commission,Maine Public Utilities Commission,2
20010111-0319,Industrial,Industrial,2
20000828-0353,Connecticut Light and Power,Connecticut Light and Power,2
20000802-0343,Destin,Destin Gas Pipeline,2
20000728-0161,Destin,Destin Gas Pipeline,2
20181130-0007,Risberg Line,Risberg Line,2
20181016-0023,Risberg Line,Risberg Line,2
20181016-0022,Adelphia Gateway,Adelphia Gateway Project,2
20180928-0018,Wallace Dam,Wallace Dam Project,2
20180716-0016,Yuba River Development,Yuba River Development Project.,2
20180709-0006,Yuba River Development,Yuba River Development Project,2
20180511-0006,Venture Global Calcasieu Pass,Venture Global Calcasieu Pass,2
20180511-0006,TransCameron,TransCameron pipeline project,2
20180430-0020,Driftwood LNG terminal and the Driftwood,Driftwood LNG terminal and the Driftwood Pipeline,2
20180426-0012,Driftwood LNG terminal and the Driftwood,Driftwood LNG terminal and the Driftwood Pipeline,2
20180418-0021,Edenville Hydroelectric,Edenville Hydroelectric Project No. 10808,2
20180411-0024,Gross Reservoir Expansion,Gross Reservoir Expansion project,2
20180208-0007,Lower Village,Lower Village Project,2
20180202-0013,Lower Village,Lower Village Project,2
20180110-0006,Edenville Hydroelectric,Edenville Hydroelectric Project No. 10808,2
20171129-0011,Mountaineer Xpress,Mountaineer Xpress Pipeline,2
20171020-0016,Mountaineer Xpress,Mountaineer Xpress Project,2
20171020-0011,Rover,Rover Pipeline project,2
20171017-0008,Eagle LNG Partners Jacksonville,Eagle LNG Partners Jacksonville project,2
20170621-0008,Northern Pass Transmission Line,Northern Pass Transmission Line,2
20170428-0017(partial),Wallace Dam,Wallace Dam Project,2
20170404-0473,Gross Reservoir Expansion,Gross Reservoir Expansion Project,2
20170404-0472,Northern Pass Transmission Line,Northern Pass Transmission Line,2
20160602-0013,Access Northeast,Access Northeast Project,2
20160519-0043,Access Northeast,Access Northeast Project,2
20160506-0008,Allegheny Lock and Dam No. 2 Hydroelectric,Allegheny Lock and Dam No. 2 Hydroelectric project,2
20160506-0008,Emsworth Locks and Dam Hydroelectric,Emsworth Locks and Dam Hydroelectric Project,2
20160506-0008,Emsworth Back Channel Hydroelectric,Emsworth Back Channel Hydroelectric project,2
20160506-0008,"Montgomery
Locks and Dam Hydroelectric","Montgomery
Locks and Dam Hydroelectric Project",2
20160419-0022,Allegheny Lock and Dam No. 2 Hydroelectric,Allegheny Lock and Dam No. 2 Hydroelectric project,2
20160419-0022,Emsworth Locks and Dam Hydroelectric,Emsworth Locks and Dam Hydroelectric Project,2
20160419-0022,Emsworth Back Channel Hydroelectric,Emsworth Back Channel Hydroelectric project,2
20160419-0022,"Montgomery
Locks and Dam Hydroelectric","Montgomery
Locks and Dam Hydroelectric Project",2
20160315-0013,Mountaineer XPress,Mountaineer XPress project,2
20151103-0007,Mountaineer XPress,Mountaineer XPress project,2
20151020-0010,Venture Global Calcasieu Pass,Venture Global Calcasieu Pass Project,2
20151020-0010,TransCameron,TransCameron Pipeline,2
20150923-0029,Oregon LNG,Oregon LNG Project,2
20150923-0029,Washington Expansion,Washington Expansion Project,2
20141205-0019,Rover,Rover Pipeline Project,2
20140724-0012,Aguirre Offshore Gasport,Aguirre Offshore Gasport Project,2
20140724-0011,Aguirre Offshore Gasport,Aguirre Offshore Gasport Project,2
20130807-0011,Elba Liquefaction,Elba Liquefaction Project,2
20130624-0005,Elba Liquefaction,Elba Liquefaction Project,2
20121026-0003,Washington Expansion,Washington Expansion Project,2
20121024-4003,Cove Point Liquefaction,Cove Point Liquefaction Project,2
20121024-4001,Cove Point Liquefaction,Cove Point Liquefaction Project,2
20110328-0002,Atlantic Wind Connection,Atlantic Wind Connection Project,2
20100826-0010,Baker's Falls Hydroelectric,Baker's Falls Hydroelectric Project reactivation,2
20100810-0027,Baker's Falls Hydroelectric,Baker's Falls Hydroelectric Project reactivation,2
20091026-0268,Expansion of raw water intake system from Lake Rhodhiss,Expansion of raw water intake system from Lake Rhodhiss,2
20090811-0007,Lock and Dam No. 7 Hydro,Lock and Dam No. 7 Hydro Project,2
20090716-0037,Lock and Dam No. 7 Hydro,Lock and Dam No. 7 Hydro Project,2
20090716-0035,Expansion of raw water intake system from Lake Rhodhiss,Expansion of raw water intake system from Lake Rhodhiss,2
20090508-0081,Silverock Cove on Lewis Smith Lake,Silverock Cove on Lewis Smith Lake,2
20090507-0210,Silverock Cove on Lewis Smith Lake,Silverock Cove on Lewis Smith Lake,2
20080814-0227,Amendment of,Amendment of Project Boundary for Holyoke Project FERC 2004-249,2
20080814-0224,Amendment of,Amendment of Project Boundary for Holyoke Project FERC 2004-249,2
20080227-0019,High Plains Expansion,High Plains Expansion Project,2
20080208-5076,High Plains Expansion,High Plains Expansion Project,2
20071231-0066,Cross Hudson,Cross Hudson Project,2
20071228-0077,Cross Hudson,Cross Hudson Project,2
20071003-0168,Mystic Lake Hydroelectric,Mystic Lake Hydroelectric Project,2
20071001-0199,Mystic Lake Hydroelectric,Mystic Lake Hydroelectric Project,2
20070921-0070,Southeast Supply Header,"Southeast Supply Header,",2
20070815-0122,Southeast Supply Header,"Southeast Supply Header,",2
20070706-0135,Calnev,Calnev Pipeline Expansion,2
20061214-0111,Stayton Hydroelectric,Stayton Hydroelectric Project,2
20061213-0029,Stayton Hydroelectric,Stayton Hydroelectric Project,2
20060714-0050,Colonial,Colonial Pipeline System's pipeline expantion,2
20060630-0079,Rulemaking under section 1233 of the,Rulemaking under section 1233 of the,2
20060628-0011,Rulemaking under section 1233 of the,Rulemaking under section 1233 of the,2
20040726-0299,Keyspan,Keyspan project,2
20040720-0182,Keyspan,Keyspan Project,2
20040217-0025,MountainView,MountainView Project,2
20040202-0228,MountainView,MountainView Project,2
20031201-0324(partial),Grand Harbour,Grand Harbour Project,2
20031030-0025,St.Lawrence and Niagara Hydroelectric,St.Lawrence and Niagara Hydroelectric Projects,2
20031030-0004,St.Lawrence and Niagara Hydroelectric,St.Lawrence and Niagara Hydroelectric Projects,2
20030801-0129,Elba Island Expansion,Elba Island Expansion Project,2
20030801-0125,Elba Island Expansion,Elba Island Expansion Project,2
20020716-0142,Southern Pines,Proposed Southern Pines,2
20020702-0064,Southern Pines,Proposed Southern Pines,2
20020617-0403,Patriot Extension,Patriot Extension Project,2
20011019-0138,Phase III,Phase III Project / HubLine Project,2
20011019-0104,Patriot Extension,Patriot Extension Project,2
20011011-0189,Iroquois,Iroquois Pipeline Eastchester Project,2
20011002-0661,Phase III,Phase III Project / HubLine Project,2
20010815-0633,A.J. Allen Power Plant,A.J. Allen Power Plant,2
20010806-0611,A.J. Allen Power Plant,A.J. Allen Power Plant,2
20000331-0267,Hydroelectic Power,Hydroelectic Power Project,2
20000331-0267,Pennsylvania,Pennsylvania(project No.7041),2
20000323-0126,Hydroelectic Power,Hydroelectic Power Project,2
20000323-0126,Pennsylvania,Pennsylvania(project No.7041),2
20181226-0008,Pasadena Water and Power,Pasadena Water and Power,1
20181204-0007,Next Decade,Next Decade,1
20181119-0028(partial),St. Germain ATV Club,St. Germain ATV Club,1
20181002-0041,Lake Associations,The Lake Associations,1
20180926-0011,Lake Association's,Lake Association's,1
20180725-0462,ALLETE,ALLETE,1
20180716-0016,Yuba County Water Agency',Yuba County Water Agency',1
20180709-0006,Yuba County Water Agency,Yuba County Water Agency,1
20180424-0006,California Department of Water Resources,California Department of Water Resources,1
20180309-0011,Columbia Basin Electric Cooperative,Columbia Basin Electric Cooperative,1
20180226-0015(partial),Redland Sand,Redland Sand,1
20180124-0067,Murray,Murray,1
20180124-0063,Oroville Dam,Oroville Dam,1
20180110-4005(partial),ABC Solar,ABC Solar,1
20180110-0006,Boyce Hydro Power,"Boyce Hydro Power,",1
20171108-0007,FFP Missouri/Rye Development,FFP Missouri/Rye Development,1
20171108-0006,Advanced Hydropower,"Advanced Hydropower,",1
20171106-0035,Boym Hydro.,Boym Hydro.,1
20171020-0016,TransCanada/Columbia,TransCanada/Columbia Pipeline Group,1
20171020-0011,Energy Transfer Partners,Energy Transfer Partners,1
20171017-0008,Eagle LNG,Eagle LNG,1
20171010-0009,Big Rivers Electric,Big Rivers Electric Corporation,1
20170927-0025,Empire,Empire Pipeline,1
20170714-4014(partial),Frazier Quarry,"The Frazier Quarry,",1
20170621-0008,Northern Pass Transmission,Northern Pass Transmission,1
20170508-0011(partial),Lake Norman Touchless Boat Covers,Lake Norman Touchless Boat Covers,1
20170428-0017(partial),Georgia Power,Georgia Power,1
20170201-0008,Santee Cooper Electric Cooperative,Santee Cooper Electric Cooperative,1
20170125-0026,Alaska Federal Land Fees,Alaska Federal Land Fees Group,1
20160927-0010,Bear island Paper WB,Bear island Paper WB,1
20160921-0014,Entergy,Entergy Corp.,1
20160921-0014,Exelon,Exelon Corp.,1
20160713-0007,Curry Water Authority,Curry Water Authority,1
20160519-0010,Veresen,"Veresen,",1
20160506-0006,Modesto Irrigation District,Modesto Irrigation District,1
20160506-0006,Turlock Irrigation District,Turlock Irrigation District,1
20160106-0021,Absaroka,Absaroka,1
20151211-0026,NextEra,NextEra,1
20151202-0029,Pacific,Pacific Corps,1
20151029-0040,Blue Ridge Landd Conservancy,Blue Ridge Landd Conservancy,1
20150916-0017,Alaska Village Electric Cooperative,"Alaska Village Electric Cooperative,",1
20150828-0039,Dominium,Dominium,1
20150727-0012,DB Farms,"DB Farms,",1
20150723-0030,TransCanada,TransCanada,1
20150602-0302,Gulf South,Gulf South Pipeline,1
20150204-0010,Grand River Power,Grand River Power,1
20150126-0187,Juneau Hydropower,Juneau Hydropower,1
20140723-0052,Tranco / Williams,Tranco / Williams,1
20140701-0018,ISO NE,ISO NE,1
20140618-0037,Pike Island,Pike Island,1
20140501-0007,"American Midstream Partners
American Midstream","American Midstream Partners, LP 
American Midstream Pipeline",1
20140429-0017,Arizona Public Service,Arizona Public Service,1
20140425-0014,Trunkline LNG Export,"Trunkline LNG Export,",1
20140425-0014,BG,BG Group,1
20140425-0014,Lake Charles Export,"Lake Charles Export,",1
20140416-0024,Sabal Trail Transmission,"Sabal Trail Transmission,",1
20140416-0019,Arclight Capital Partners,"Arclight Capital Partners,",1
20130905-0009,Minor Hydro Power,Minor Hydro Power,1
20130725-0017,Silver Merger Sub,"Silver Merger Sub,",1
20130725-0017,NV,NV,1
20130725-0017,Sierra Pacific Powerr,Sierra Pacific Powerr,1
20130624-0010,Aignn&tuin Power,Aignn&tuin Power,1
20130528-0023,Cameron LNG,Cameron LNG,1
20130425-0009,Carbon Zero,"Carbon Zero,",1
20120619-0018,Fairlawn Hydroelectric,Fairlawn Hydroelectric,1
20110315-0004,Great River Hydropower,Great River Hydropower,1
20110315-0004,Mississippi River Number 21 Hydropower,Mississippi River Number 21 Hydropower,1
20101119-0026,Portland Electric,Portland Electric,1
20101119-0025,North Carolina Community Sailing and Rowing,North Carolina Community Sailing and Rowing,1
20101119-0024,Overlook Neighborhood,Overlook Neighborhood,1
20101028-0006,Southern LNG,Southern LNG,1
20100923-0018(partial),AmerenUE,AmerenUE,1
20100915-0003(partial),Greenwood County,"Greenwood County, SC",1
20100826-0004,Evergreen Shasta Power,Evergreen Shasta Power,1
20100804-0016,Glen Falls Hydro,Glen Falls Hydro,1
20100525-0027,L.S. Starrett,L.S. Starrett,1
20100525-0025,Northern Illinois Hydropower,"Northern Illinois Hydropower,",1
20100525-0022,Domtar Maine,Domtar Maine,1
20100128-0128,Tres Amigas,Tres Amigas,1
20091123-0149,Gresham,Village of Gresham,1
20090918-0147(partial),Nelson,Nelson,1
20090716-0033,Missouri-Madison Hydroelectric,Missouri-Madison Hydroelectric Project,1
20090629-0037,Rockies Express,Rockies Express Pipeline,1
20090629-0036,NC Flatwater Outfitters,NC Flatwater Outfitters,1
20090629-0028,Brazos River Authority,Brazos River Authority,1
20090526-0034,Davis Hydro,Davis Hydro,1
20090515-0054,Riverbank Power,Riverbank Power Corporation,1
20090421-0311,El Dorado Irrigation District,El Dorado Irrigation District,1
20090320-0047,Southwestern Electrical Power,Southwestern Electrical Power,1
20090306-0069,Brookfield Renewable Power,Brookfield Renewable Power,1
20081125-0050,Bangor Water District,Bangor Water District,1
20081113-0085,Prairie Power,"Prairie Power,",1
20080930-0178(partial),Lake Murray Docks,"Lake Murray Docks,",1
20080919-0132,Somerset Gas Gathering of Pennsylvania,Somerset Gas Gathering of Pennsylvania,1
20080806-0190,Crane and,Crane and,1
20080806-0185(partial),Clearville Landowners Property,Clearville Landowners Property Group,1
20080731-0201,Erie Boulevard Hydropower,"Erie Boulevard Hydropower, L.P",1
20080731-0199,Delaware County Electric Cooperative,Delaware County Electric Cooperative,1
20080702-0298,City of Hastings,City of Hastings,1
20070530-0035,Continental Cogeneration Services,Continental Cogeneration Services,1
20061218-0053,Red Shield Environmental,"Red Shield Environmental, L.L.C.",1
20061215-0203,Snohomish County Public Utility District,Snohomish County Public Utility District,1
20060613-0020(partial),Electric Plant Board of the City of Augusta,Electric Plant Board of the City of Augusta,1
20060613-0018(partial),Saluda County Water & Sewer Authority,Saluda County Water & Sewer Authority,1
20060508-0029(partial),Duke Power,Duke Power Co.,1
20040728-0271,Oklahoma Gas and Electric,Oklahoma Gas and Electric,1
20040723-0066,Pan American Power Solutions,Pan American Power Solutions,1
20040720-0242,Sellers of,Sellers of,1
20040720-0182,Keyspan Liquefied Natural,Keyspan Liquefied Natural Gas,1
20040709-0058,WYRULEC,WYRULEC,1
20040630-0105,Niagara Mohawk Power,Niagara Mohawk Power Corp.,1
20040610-0115,Portersville Rival,Portersville Rival Group,1
20040610-0027,William Skea dba Batavia Development,William Skea dba Batavia Development Corporation,1
20040513-0025,Liquefied Natural,Liquefied Natural Gas,1
20040512-0211,Liquid natural gas terminal,Liquid natural gas terminal,1
20040423-0071,Northeast Generation Service,Northeast Generation Service,1
20040423-0012,Northeast Generation Services,Northeast Generation Services,1
20040318-0001,Wisconsin's business,"Wisconsin's business,",1
20040312-0257,Natural Gas Market Transparency,Natural Gas Market Transparency,1
20040305-0198,Cranberry,Cranberry Pipeline Corporation,1
20040225-0057,Edison,Edison,1
20040223-0049,Ca]pine,Ca]pine Corporation,1
20040212-0120,Williams,Williams,1
20031224-0160,Local,Local Gas,1
20031223-0684,Regional Tranmission Organization,Regional Tranmission Organization,1
20031205-0131,Galeton,"Galeton, Co.",1
20031125-0036(partial),Grand Harbour LTD.,Grand Harbour LTD.,1
20031125-0034,Quest Consultants,"Quest Consultants,",1
20031010-0044,Central Miane Power Co's,Central Miane Power Co's,1
20030801-0191,M&J Developers,"M&J Developers,",1
20030716-0211,Automated Power Exchange,Automated Power Exchange,1
20030313-0298,PG&E,PG&E Corp.,1
20030313-0209,Williston Basin Interstate,Williston Basin Interstate Pipeline,1
20030313-0197,Natura Manufacturing,Natura Manufacturing,1
20030313-0144,Central Maine Prower,Central Maine Prower,1
20021018-0222,Bedford,Bedford,1
20021008-0082,East Tennesse,East Tennesse,1
20020930-0222,East Tennessee Natural,East Tennessee Natural Gas Co.,1
20020815-0574,New York State Electric and,New York State Electric and Gas Corp,1
20020815-0570,Lake Lillinonah Authority,Lake Lillinonah Authority,1
20020813-0050,P-12164-000 proposed power generation facility on Cottage grove dam,P-12164-000 proposed power generation facility on Cottage grove dam,1
20020808-0152,Tenessee,Tenessee Gas Pipeline Co.,1
20020807-3145,Kelly Springfield Plant,Kelly Springfield Plant,1
20020716-0237,Eerie Hydropower,Eerie Hydropower LP,1
20020625-0460,Upper Peninsula Power,Upper Peninsula Power,1
20020604-0222,Arrowhead Yach Club,Arrowhead Yach Club,1
20020509-0091,CMS Trunkline LNG,CMS Trunkline LNG,1
20020506-0070,SCG,SCG Pipeline,1
20020419-0155,Delaware General Assembly,Delaware General Assembly,1
20020403-0701,Pine Bluff Sand & Gravel,Pine Bluff Sand & Gravel,1
20020214-0732,West Coast,West Coast,1
20020214-0730,Mecklenburg Electric Cooperative,Mecklenburg Electric Cooperative,1
20020214-0728,American Ref-Fuel,American Ref-Fuel,1
20020205-0552,Niobrara Electric Association,Niobrara Electric Association,1
20020129-0194,Warwick Town Board,Warwick Town Board,1
20020117-0189,Wisconsin Public Service,Wisconsin Public Service Corporation,1
20020117-0169,Tennesse,Tennesse Gas Pipeline,1
20011221-0261,Revezzi Farm,Revezzi Farm,1
20011217-0221,Louisiana Public Service Commission,Louisiana Public Service Commission,1
20011019-0304,Maryland Public Service Commission,Maryland Public Service Commission,1
20011018-0299,PNM,PNM,1
20011016-0225,St Lawrence Power,St Lawrence Power,1
20010918-0234,North Carolina Utilities Commission,North Carolina Utilities Commission,1
20010917-0265,Maritimes and Northeast,"Maritimes and Northeast Pipeline, L.L.C.",1
20010917-0159,JLH Hydro,JLH Hydro,1
20010820-0019,Utah Associated Municipal Power Systems,Utah Associated Municipal Power Systems,1
20010709-0367,Ohio Pennsylvania Landowners Association,Ohio Pennsylvania Landowners Association,1
20010709-0272,Pascoag Electric,Pascoag Electric,1
20010709-0250,South Carolins Electric and,South Carolins Electric and Gas,1
20010705-0187,Delta Power,"Delta Power,",1
20010705-0049,Con Edison,Con Edison,1
20010705-0046,Norton,Norton,1
20010627-0136,Reynolds Plantation,Reynolds Plantation,1
20010209-0376,Kodiak Electric Association,Kodiak Electric Association,1
20010209-0376,Copper Valley Electric Association,Copper Valley Electric Association,1
20010116-0155,Northeast Utilities,Northeast Utilities,1
20010116-0155,Northeast Generation,Northeast Generation,1
20001229-0113,Lay Lake home Owners & Boat Owners,Lay Lake home Owners & Boat Owners,1
20001229-0060,Carolina Power & Light,Carolina Power & Light,1
20001229-0057,Gulf Trace Homeowners Association,Gulf Trace Homeowners Association,1
20001229-0026,Dynegy,Dynegy,1
20001228-0438,South Carolina Electric and gas,South Carolina Electric and gas,1
20000926-0368,Kootznoowoo,Kootznoowoo,1
20000918-0277,Pennsylvania Landowners Association,Pennsylvania Landowners Association,1
20000828-0229,Flo Rida Progress,Flo Rida Progress,1
20000828-0136,Hydro,Hydro Project,1
20000828-0119,Yadkin,Yadkin,1
20000828-0027,Carolina Power& Light,Carolina Power& Light,1
20000811-0314,Montana Power,Montana Power,1
20000811-0256,Burkhalter Engineering,"Burkhalter Engineering,Inc.",1
20000803-0321,Winsconsin,Winsconsin Gas,1
20000330-0181,U.S Army,U.S Army Corp.,1
20000228-0775,Lake of Ozark's,Lake of Ozark's,1
20181226-0008,Azusa Hydroelectric Power,Azusa Hydroelectric Power Project,1
20181207-0011,Next Decades Rio Grande,Next Decades Rio Grande Project,1
20181207-0008,Gator Express,Gator Express Pipeline Project,1
20181119-0028(partial),ATC/UTV trail,ATC/UTV trail,1
20181109-0007,Driftwood LNG Terminal and,Driftwood LNG Terminal and Pipeline Project,1
20181105-0012,Driftwood LNG terminal and Driftwood,Driftwood LNG terminal and Driftwood Pipeline,1
20181105-0009,Driftwood Liquid Natural,Driftwood Liquid Natural Gas Project,1
20180926-0011,Edenville,Edenville Project,1
20180912-0018,Saluda Hydroelectric,Saluda Hydroelectric Project,1
20180905-0006,Bellows Falls,Bellows Falls Project,1
20180905-0006,Wilder,Wilder Project,1
20180905-0006,Vernon,Vernon Project,1
20180905-0006,Northfield Mountain,Northfield Mountain Project,1
20180905-0006,Turners Falls,Turners Falls Project,1
20180814-0007,Drifhvood LNG terminal and the Drifhvood,Drifhvood LNG terminal and the Drifhvood Pipeline,1
20180725-0462,Sylvan Hydroelectric,Sylvan Hydroelectric project,1
20180702-0006,Fields Point Liquefaction,Fields Point Liquefaction Project,1
20180424-0006,project No. 2100,project No. 2100,1
20180411-0025,Cove Point's Eastern Market Access,Cove Point's Eastern Market Access Project,1
20180227-0006,Forest City,Forest City Project,1
20180125-0007,Lake Powell,Lake Powell Pipeline Project,1
20171208-0016,Catawba-Wateree Recreation Management Plan,Catawba-Wateree Recreation Management Plan,1
20171114-0047,Klamath Hydropower,Klamath Hydropower Project,1
20171114-0043,Southeast Market,Southeast Market Pipelines Project,1
20171108-0006,McNary Dam,McNary Dam Project,1
20171031-0018,Northern Access,Northern Access Project,1
20171031-0017,Line 25,Line 25 pipeline,1
20171020-0021(partial),Toledo Bend,Toledo Bend Project,1
20171020-0018,Supply Header,Supply Header Project,1
20171020-0017,Gulf Xpress,Gulf Xpress,1
20171020-0013,Leach XPress,Leach XPress Project,1
20171012-0013,Drifiwood LNG,Drifiwood LNG project,1
20171012-0012,WB Xpress,WB Xpress pipeline project,1
20170927-0025,STAMP business park,STAMP business park,1
20170912-0089,Forest City dam,Forest City dam,1
20170810-0007,Net Zero,Net Zero,1
20170802-0030,Potter Valley,Potter Valley Project,1
20170619-0037,Woodland Pulp mill,Woodland Pulp mill,1
20170615-0007,Eastern Panhandle Expansion,Eastern Panhandle Expansion project,1
20170310-0079,Fairburn Expansion,Fairburn Expansion Project,1
20170307-0135,Blenheim-Gilboa Pumped Storage Power,Blenheim-Gilboa Pumped Storage Power Project,1
20160921-0014,James A. Fitzpatrick Nuclear Power Plant,James A. Fitzpatrick Nuclear Power Plant,1
20160831-0049,Smallwood Dam,Smallwood Dam,1
20160805-0009,Gordon Butte,Gordon Butte Project,1
20160729-0009,Grand Lake's rule curve,Grand Lake's rule curve,1
20160713-0007,Warrior River Hydroelectric,Warrior River Hydroelectric Project,1
20160621-0020,System Reliability,System Reliability Project,1
20160602-0013,Atlantic Bridge,Atlantic Bridge Project,1
20160524-0022,Artificial Island Transmission Line,Artificial Island Transmission Line Project,1
20160524-0021,Muskeget Channel Tidal,Muskeget Channel Tidal,1
20160523-0008,CatawbaWateree Hydroelectric,CatawbaWateree Hydroelectric Project,1
20160506-0033,"""B-System"" modernization","""B-System"" modernization project",1
20160506-0006,La Grange and Don Pedro projects,La Grange and Don Pedro projects,1
20160119-0008,Mountaineer XPpress,Mountaineer XPpress Project,1
20160115-0006,Gordon Butte Closed Loop Pumped Storage,Gordon Butte Closed Loop Pumped Storage Project,1
20160111-0039,Gordon Butte Closed Loop Pumped Storage Hydro,Gordon Butte Closed Loop Pumped Storage Hydro Project,1
20160106-0021,Gordon Butte Pumped Storage,Gordon Butte Pumped Storage Project,1
20151216-0007,Elba Liquefaction Proiect,Elba Liquefaction Proiect,1
20151216-0007,Pineline Unurade,Pineline Unurade Proiects,1
20151103-0010,Project Number 1256-031,Project Number 1256-031,1
20150916-0017,Old Harbor's Hydroelectric,Village of Old Harbor's Hydroelectric Project,1
20150828-0039,Pillsbury A-Mill,Pillsbury A-Mill,1
20150723-0030,Project No. 1892 New Hampshire-Vermont,Project No. 1892 New Hampshire-Vermont,1
20150723-0030,Project No. 1855 New Hampshire—Vermont,Project No. 1855 New Hampshire—Vermont,1
20150723-0030,Project No. 1904 New Hampshire  Vermont,Project No. 1904 New Hampshire  Vermont,1
20150720-0043,Sardis Lake Hydroelectric,Sardis Lake Hydroelectric Project,1
20150720-0043,Grenada Lake Hydroelectric,Grenada Lake Hydroelectric Project,1
20150720-0043,Enid Lake Hydroelectric,Enid Lake Hydroelectric Project,1
