X1,ID,DATE,filed_date,docket,SUBJECT,file_name,url,link_text,FROM,TYPE,CERTAINTY,ALT_TYPE,POLICY_EVENT,EVENT_NAME,EVENT_DATE,NOTES,ERROR
7139,20090406-0079,2009-03-24,2009-03-31,,Comments of US Representative Frank Wolf on behalf of a constituent expressing concerns about increases in electricity rates.Availability: Privileged,20090406-0079-11983284.tif; 20090406-0079-11983441.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11983284; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11983441,Image; FERC Generated PDF,,,,,,,,,
7142,20090331-0034,2009-03-20,2009-03-20,,Congress of the United States reports that they are sponsoring a Job Fair in the Tenth District on May 7 at the Loudoun County School Board Office which is located in Ashburn VA.Availability: Privileged,20090331-0034-11978913.tif; 20090331-0034-11979248.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11978913; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11979248,Image; FERC Generated PDF,,,,,,,,,
7145,20090320-0050,2009-03-06,2009-03-06,,US Representative Vic Snyder submits a letter from his constituent concering an individual chagre on his electric bill.Availability: Privileged,20090320-0050-11970863.tif; 20090320-0050-11971073.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11970863; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11971073,Image; FERC Generated PDF,,,,,,,,,
7148,20090304-5017,2009-03-03,2009-03-04,P-2179-042,ILP Comments or Study Request of BLM - CALIFORNIA under P-2179.Availability: Public,20090304-5017-11955552.pdf; 20090304-5017-11955567.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11955552; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11955567,PDF; FERC Generated PDF,,,,,,,,,
7147,20090320-0047,2009-02-27,2009-03-05,ER08-1501-000,"Comments of US Representative Mike Ross re FERC's prompt approval of the power supply agreement between the City of Prescott, Arkansas and Southwestern Electric Power Company under ER08-1501.Availability: Public",20090320-0047-11970858.tif; 20090320-0047-11971060.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11970858; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11971060,Image; FERC Generated PDF,,,,,,,,,
7144,20090306-0069,2009-02-26,2009-03-06,P-12187-000,"Congress of the United States submits request for review of draft legislation to change the FERC start of construction date for a project located in Alton, Illinois under P-12187.Availability: Public",20090306-0069-11958092.tif; 20090306-0069-11958284.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11958092; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11958284,Image; FERC Generated PDF,,,,,,,,,
7151,20090306-0067,2009-02-26,2009-02-27,,US Representative Rand Neugebauer on behalf of his constituent expresses concern re the wind-powered electric generation project.Availability: Privileged,20090306-0067-11958084.tif; 20090306-0067-11958311.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11958084; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11958311,Image; FERC Generated PDF,,,,,,,,,
7152,20090227-0021,2009-02-20,2009-02-20,P-2082-027,Response to US Representative Mike Thompson's 1/14/09 correspondence re two public meeting held concerning PacifiCorp's Klamath Hydro Project under P-2082.Availability: Public,20090227-0021-11951709.tif; 20090227-0021-11953391.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11951709; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11953391,Image; FERC Generated PDF,,,,,,,,,
6564,20130813-4026,2009-02-19,2013-08-13,,Comments of the US House of Representative John P. Sarbanes on behalf of his constituent regarding electricity prices.Availability: Privileged,20130813-4026-13327786.pdf; 20130813-4026-13327831.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=13327786; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=13327831,PDF; FERC Generated PDF,,,,,,,,,
7143,20090320-0049,2009-02-19,2009-03-09,,Representative John P Sarbanes provides correspondence from his constituent concerning electricity prices in Maryland.Availability: Privileged,20090320-0049-11970862.tif; 20090320-0049-11971070.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11970862; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11971070,Image; FERC Generated PDF,,,,,,,,,
7146,20090320-0046,2009-02-19,2009-03-05,ER06-615-000,US Representative Wally Herger submits a letter re concerns of the Trinity Public Utility District located in Northern California Congressional District under ER06-615.Availability: Public,20090320-0046-11970857.tif; 20090320-0046-11971059.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11970857; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11971059,Image; FERC Generated PDF,,,,,,,,,
7153,20090224-0073,2009-02-16,2009-02-18,EC09-32-000,"Illinois House of Representatives submits comments re Exelon Corporation's application for approval of transaction including its acquisition of voting securities of NRG Energy, Inc etc under EC09-32.Availability: Public",20090224-0073-11948377.tif; 20090224-0073-11950640.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11948377; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11950640,Image; FERC Generated PDF,,,,,,,,,
7154,20090217-0096,2009-02-15,2009-02-16,,Comments of  US Senator John Cornyn expressing concerns on behalf of his constituent re Oneok Pipeline.Availability: Privileged,20090217-0096-11941264.tif; 20090217-0096-11943021.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11941264; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11943021,Image; FERC Generated PDF,,,,,,,,,
7149,20090310-0055,2009-02-02,2009-03-04,RM07-19-000,United States Senate submits comments with regards to the General Accounting Office's Electric Restructuring report under RM07-19.Availability: Public,20090310-0055-11960179.tif; 20090310-0055-11960307.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11960179; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11960307,Image; FERC Generated PDF,,,,,,,,,
7150,20090306-0068,2009-01-28,2009-03-02,,Joe Sestak submits correspondence letter on behalf of his constituents re the installation of natural gas lines.Availability: Privileged,20090306-0068-11958085.tif; 20090306-0068-11958312.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11958085; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11958312,Image; FERC Generated PDF,,,,,,,,,
7159,20090128-0139,2009-01-28,2009-01-28,CP09-35-000PF07-13-000,Comments of US Representative David Wu requesting current 30 day public comment period of the application under Section 7 of the Natural Gas Act for a Certificate of Public Convenience and Necessity to be increased to 90 days under CP09-35 et al.Availability: Public,20090128-0139-11916850.tif; 20090128-0139-11916965.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11916850; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11916965,Image; FERC Generated PDF,,,,,,,,,
7158,20090209-0093,2009-01-16,2009-01-29,,US Representative Bob Filner submits request that FERC order the California Independent System Operator to revise the units currently identified as G-1.Availability: Privileged,20090209-0093-11930758.tif; 20090209-0093-11937423.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11930758; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11937423,Image; FERC Generated PDF,,,,,,,,,
7160,20090130-0160,2009-01-14,2009-01-21,P-2082-027,US Representative Mike Thompson submits request for additional public meetings re the Klamath Hydroelectric Project under P-2082.Availability: Public,20090130-0160-11919022.tif; 20090130-0160-11921094.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11919022; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11921094,Image; FERC Generated PDF,,,,,,,,,
7161,20090128-0141,2009-01-13,2009-01-13,CP07-63-000CP07-62-000,"Comments of Dutch Ruppereberger expressing concerns re the Liquefied Natural Gas Project at Sparrows Point, Maryland under CP07-62 et al.Availability: Public",20090128-0141-11916852.tif; 20090128-0141-11917002.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11916852; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11917002,Image; FERC Generated PDF,,,,,,,,,
7157,20090209-0096,2009-01-09,2009-02-02,P-2283-000,Comments of United States Senate re the Gulf Islands Deer Rips Hydro Project under P-2283.Availability: Public,20090209-0096-11930681.tif; 20090209-0096-11934425.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11930681; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11934425,Image; FERC Generated PDF,,,,,,,,,
7162,20090109-0124,2009-01-09,2009-01-09,CP07-63-000CP07-62-000CP07-64-000CP07-65-000,US Senator Arlen Specter submits request for a thirty day extension to provide Public Comments on the Final Environmental Impact Statement for the proposed AES/Mid-Atlantic Pipeline Project under CP07-62.Availability: Public,20090109-0124-11900333.tif; 20090109-0124-11902874.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11900333; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11902874,Image; FERC Generated PDF,,,,,,,,,
7163,20090114-0023(partial),2009-01-07,2009-01-08,P-2197-000,Comments of US Representative Virginia Foxx on behalf of a constituent expressing concerns with new operating guidelines for the Yadkin Project under P-2197.Availability: Public,20090114-0023(partial)-11904397.tif; 20090114-0023(partial)-11905278.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11904397; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11905278,Image; FERC Generated PDF,,,,,,,,,
7164,20090114-0024(partial),2009-01-07,2009-01-08,P-2197-000,Comments of US Representative Virginia Foxx on behalf of a constituent expressing concerns with new operating guidelines for the Yadkin Project under P-2197.Availability: Privileged,20090114-0024(partial)-11904398.tif; 20090114-0024(partial)-11905275.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11904398; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11905275,Image; FERC Generated PDF,,,,,,,,,
7165,20090108-0122,2008-12-23,2009-01-05,P-2197-000,"Comments of US Representative on behalf of a constituent expressing concerns re Yadkin, Inc under P-2197.Availability: Public",20090108-0122-11898539.tif; 20090108-0122-11900028.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11898539; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11900028,Image; FERC Generated PDF,,,,,,,,,
7155,20090219-0244(partial),2008-12-11,2009-02-10,P-935-000P-2071-000P-2111-000P-2213-000,Comments of Brian Baird on behalf of a constituent expressing concerns re FERC and his perception that a violation of the Americans with Disability Act occurred with an agreement FERC had proposed with PacifiCorp under P-935 et al.Availability: Public,20090219-0244(partial)-11944273.tif; 20090219-0244(partial)-11947276.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11944273; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11947276,Image; FERC Generated PDF,,,,,,,,,
7156,20090219-0245(partial),2008-12-11,2009-02-10,P-935-000P-2071-000P-2111-000P-2213-000,Comments of Brian Baird on behalf of a constituent expressing concerns re FERC and his perception that a violation of the Americans with Disability Act occurred with an agreement FERC had proposed with PacifiCorp under P-935 et al.Availability: Privileged,20090219-0245(partial)-11944274.tif; 20090219-0245(partial)-11947331.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11944274; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11947331,Image; FERC Generated PDF,,,,,,,,,
7168,20081222-0201,2008-12-04,2008-12-05,CP08-431-000,United States Senate Sherrod Brown submits comments of Charles and Janet Selby with regards to their additional comments on the Ohio Storage Expansion Environmental Assessment under CP08-431.Availability: Public,20081222-0201-11883665.tif; 20081222-0201-11883937.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11883665; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11883937,Image; FERC Generated PDF,,,,,,,,,
7166,20090113-0362(partial),2008-12-02,2008-12-10,CP08-6-000,United States Senator Kay Bailey Hutchison provides comments on behalf of her constituent re Gulf Crossing pipeline construction etc under CP08-6.Availability: Public,20090113-0362(partial)-11903552.tif; 20090113-0362(partial)-11904413.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11903552; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11904413,Image; FERC Generated PDF,,,,,,,,,
7167,20090113-0363(partial),2008-12-02,2008-12-10,CP08-6-000,United States Senator Kay Bailey Hutchison provides comments on behalf of her constituent re Gulf Crossing pipeline construction etc under CP08-6.Availability: Privileged,20090113-0363(partial)-11903553.tif; 20090113-0363(partial)-11904408.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11903553; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11904408,Image; FERC Generated PDF,,,,,,,,,
7170,20081204-0022(partial),2008-11-25,2008-11-25,CP08-6-000,US Representative Ralph Hall provides comments concerning the project which was built by Gulf Crossing under CP08-6.Availability: Public,20081204-0022(partial)-11868464.tif; 20081204-0022(partial)-11870206.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11868464; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11870206,Image; FERC Generated PDF,,,,,,,,,
7171,20081204-0023(partial),2008-11-25,2008-11-25,CP08-6-000,US Representative Ralph Hall provides comments concerning the project which was built by Gulf Crossing under CP08-6.Availability: Privileged,20081204-0023(partial)-11868465.tif; 20081204-0023(partial)-11870213.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11868465; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11870213,Image; FERC Generated PDF,,,,,,,,,
7169,20081222-0222,2008-11-20,2008-12-03,CP07-62-000CP07-63-000,"US Representative CA Dutch Ruppersberger submits comments re Mid-Atlantic Express, LLC's proposed natural gas pipeline under CP07-62 et al.Availability: Public",20081222-0222-11883935.tif; 20081222-0222-11888548.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11883935; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11888548,Image; FERC Generated PDF,,,,,,,,,
7174,20081204-0029,2008-11-18,2008-11-18,CP07-62-000CP07-63-000,US Representative Joseph Pitts on behalf of his constituent providing comments re Sparrows Point LNG and Pipeline Project under CP07-63 et al.Availability: Public,20081204-0029-11868468.tif; 20081204-0029-11870680.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11868468; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11870680,Image; FERC Generated PDF,,,,,,,,,
7172,20081126-0079,2008-11-14,2008-11-21,,Correspondence from Wisconsin State Senator Dale Schultz to Integrys Energy Group Inc et al re concerns from Half Moon Bay Homeowners Association etc.Availability: Public,20081126-0079-11863338.tif; 20081126-0079-11865527.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11863338; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11865527,Image; FERC Generated PDF,,,,,,,,,
7177,20081125-0042,2008-11-12,2008-11-13,CP07-63-000,US Senator Barbara A Mikulski forwards comments on behalf of an individual re the potential impact that construction of the proposed LNG Pipeline will have on his home under CP07-63.Availability: Public,20081125-0042-11862549.tif; 20081125-0042-11864221.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11862549; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11864221,Image; FERC Generated PDF,,,,,,,,,
7175,20081125-0051(partial),2008-11-10,2008-11-17,P-12252-000,US Representative John M McHugh forwards comments on behalf of an individual re concerns that the Hudson River - Black River Water regulating District is not managing water levels on Great Lake Sacandaga under P-12252.Availability: Public,20081125-0051(partial)-11862539.tif; 20081125-0051(partial)-11864091.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11862539; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11864091,Image; FERC Generated PDF,,,,,,,,,
7176,20081125-0052(partial),2008-11-10,2008-11-17,P-12252-000,US Representative John M McHugh forwards comments on behalf of an individual re concerns that the Hudson River - Black River Water regulating District is not managing water levels on Great Lake Sacandaga under P-12252.Availability: Privileged,20081125-0052(partial)-11862540.tif; 20081125-0052(partial)-11864095.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11862540; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11864095,Image; FERC Generated PDF,,,,,,,,,
7173,20081125-0050,2008-11-07,2008-11-19,P-13164-000,US Senator Susan M Collins submits comments re FERC's review of the Bangor Water District's application for small conduit exemption for the Veazie Energy Recovery Project under P-13164.Availability: Public,20081125-0050-11862537.tif; 20081125-0050-11864230.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11862537; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11864230,Image; FERC Generated PDF,,,,,,,,,
7178,20081107-0096,2008-10-31,2008-11-06,CP07-62-000CP07-63-000,Comments of Pennsyslvania Senator Andrew E Dinniman expressing concerns re the AES Sparrows Point Gas Pipeline Project under CP07-62 et al.Availability: Public,20081107-0096-11848881.tif; 20081107-0096-11849030.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11848881; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11849030,Image; FERC Generated PDF,,,,,,,,,
7180,20081110-0030,2008-10-31,2008-10-31,CP07-208-000,US Representative Mike Pence submits letter re alternative routes for REX under CP07-208.Availability: Public,20081110-0030-11849413.tif; 20081110-0030-11849462.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11849413; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11849462,Image; FERC Generated PDF,,,,,,,,,
7179,20081107-0109,2008-10-29,2008-11-05,CP06-365-000CP06-366-000CP06-376-000CP06-377-000Docket Change,Comments of US Representative David Wu expressing concerns re the proposed Bradwood Landing LNG terminal under CP06-365 et al.Availability: Public,20081107-0109-11849063.tif; 20081107-0109-11849297.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11849063; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11849297,Image; FERC Generated PDF,,,,,,,,,
7181,20081113-0082,2008-10-29,2008-10-30,CP06-365-000CP06-366-000CP06-376-000CP06-377-000,Comments of US Representative David Wu expressing concerns re the proposed Bradwood Landing LNG terminal under CP06-365 et al.Availability: Public,20081113-0082-11851750.tif; 20081113-0082-11852198.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11851750; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11852198,Image; FERC Generated PDF,,,,,,,,,
7182,20081113-0081,2008-10-29,2008-10-29,CP06-365-000CP06-366-000CP06-376-000CP06-377-000,Comments of US Representative David Wu expressing concerns re the proposed Bradwood Landing LNG terminal under CP06-365 et al.Availability: Public,20081113-0081-11851749.tif; 20081113-0081-11852176.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11851749; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11852176,Image; FERC Generated PDF,,,,,,,,,
7183,20081113-0083,2008-10-29,2008-10-29,PF08-6-000CP08-431-000,Comments of US Senator Sherrod Brown on behalf of constituents expressing concerns re complaints against Columbia Gas Transmission Corp under PF08-6 et al.Availability: Public,20081113-0083-11851751.tif; 20081113-0083-11852189.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11851751; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11852189,Image; FERC Generated PDF,,,,,,,,,
7186,20081029-0059,2008-10-23,2008-10-23,CP08-431-000,US Senator Sherrod Brown forwards comments on behalf of an individual re plans of Columbia Gas to install two storage wells etc under CP08-431.Availability: Public,20081029-0059-11840202.tif; 20081029-0059-11840340.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11840202; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11840340,Image; FERC Generated PDF,,,,,,,,,
7184,20081113-0086,2008-10-21,2008-10-29,P-2130-000,US Representative George Radanovich submits a follow up on the 10/20/08 conversation re Spring Gap Stanislaus Hydro Proj-2130.Availability: Public,20081113-0086-11851849.tif; 20081113-0086-11852528.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11851849; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11852528,Image; FERC Generated PDF,,,,,,,,,
7187,20081016-4009,2008-10-15,2008-10-16,CP08-31-000,US Senator Arlen Specter strongly urge FERC to hold a public hearing on or before 11/15/08 in West Whiteland Township so that the grievances raised at the recent meeting may be aired re Transcontinental Gas Pipeline Corp under CP08-31.Availability: Public,20081016-4009-11839078.pdf; 20081016-4009-11839089.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11839078; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11839089,PDF; FERC Generated PDF,,,,,,,,,
7188,20081029-0112,2008-10-15,2008-10-16,CP08-31-000,"United States Senate informs that they concluded a meeting of more than 100 citizens at West Whiteland Township in Exton, Pennsylvania re the Williams Company etc under CP08-31.Availability: Public",20081029-0112-11840423.tif; 20081029-0112-11840715.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11840423; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11840715,Image; FERC Generated PDF,,,,,,,,,
7189,20081020-0177,2008-10-05,2008-10-06,,United States Senator Arlen Specter submits a letter in response to FERC's September 17 correspondence concerning authority re an increase in his constituent gas bill.Availability: Privileged,20081020-0177-11833744.tif; 20081020-0177-11834349.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11833744; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11834349,Image; FERC Generated PDF,,,,,,,,,
7190,20081020-0165,2008-10-02,2008-10-02,CP07-444-000,"US Senator Ron Wyden request that the comment period be extended for an additional 45 days re draft environmental impact statement for the proposed Jordan Cove liquefied natural gas terminal in Coos Bay, Oregon under CP07-444.Availability: Public",20081020-0165-11833754.tif; 20081020-0165-11834556.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11833754; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11834556,Image; FERC Generated PDF,,,,,,,,,
7191,20081020-0178(partial),2008-10-02,2008-10-02,CP07-208-000,US Representative Michael R Turner submits a letter re Rockies Ecpress East Pipeline under CP07-208Availability: Public,20081020-0178(partial)-11833741.tif; 20081020-0178(partial)-11835427.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11833741; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11835427,Image; FERC Generated PDF,,,,,,,,,
7192,20081020-0179(partial),2008-10-02,2008-10-02,CP07-208-000,United States Representative Michael R Turner submits a letter on behalf of his constituent concerning Rockies Express East Pipeline lack of water services to or near the pipeline under CP07-208.Availability: Privileged,20081020-0179(partial)-11833742.tif; 20081020-0179(partial)-11834338.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11833742; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11834338,Image; FERC Generated PDF,,,,,,,,,
7185,20081113-0085,2008-10-01,2008-10-28,P-13011-000P-13178-000,"US Representative John M Shimkus submits comments on Prairie Power, Inc's application for preliminary permit under P-13178 et al.Availability: Public",20081113-0085-11851848.tif; 20081113-0085-11852531.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11851848; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11852531,Image; FERC Generated PDF,,,,,,,,,
7193,20081020-0172,2008-09-30,2008-09-30,P-2438-000,US Representative John R Kuhl request that FERC investigate allegations that Seneca Falls Power Corp has failed to comply with the conditions and requirements set forth in its license re Seneca Falls Proj-2438.Availability: Public,20081020-0172-11833747.tif; 20081020-0172-11834350.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11833747; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11834350,Image; FERC Generated PDF,,,,,,,,,
7194,20081001-0012,2008-09-23,2008-09-23,CP08-479-000Docket Change,"Senator George V Voinovich encloses a correspondence received from his constituent, requesting assistance with regards to Columbia Gas Transmission Corporation  under CP08-479Availability: Public",20081001-0012-11819545.tif; 20081001-0012-11819742.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11819545; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11819742,Image; FERC Generated PDF,,,,,,,,,
7197,20081001-0013,2008-09-18,2008-09-19,CP08-479-000Docket Change,US Senator Sherrod Brown forwards comments re Columbia Gas Transmission Corp under CP08-479 et al.Availability: Public,20081001-0013-11819546.tif; 20081001-0013-11819743.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11819546; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11819743,Image; FERC Generated PDF,,,,,,,,,
7199,20081001-0014,2008-09-17,2008-09-17,CP08-429-000,Congressmant Jon C Porter encloses a copy of correspondence from his constituent re the Kern River Gas Transmission Company's project under CP08-429.Availability: Public,20081001-0014-11819547.tif; 20081001-0014-11819746.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11819547; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11819746,Image; FERC Generated PDF,,,,,,,,,
7195,20081001-0002,2008-09-16,2008-09-22,ER08-1113-000,US Representative George Radanovich expressing his concerns re the CAISO pricing proposal under ER08-1113.Availability: Public,20081001-0002-11819533.tif; 20081001-0002-11820366.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11819533; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11820366,Image; FERC Generated PDF,,,,,,,,,
7203,20080929-0005,2008-09-15,2008-09-16,CP05-130-000,US Representative Joe Barton submits a letter re implementation of the Energy Policiy Act of 2005 and urges FERC to finalize the process re Cove Point Expansion as soon as possible under CP05-130.Availability: Public,20080929-0005-11815763.tif; 20080929-0005-11816451.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11815763; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11816451,Image; FERC Generated PDF,,,,,,,,,
7204,20080919-0118,2008-09-12,2008-09-15,ER08-1113-000,US Representative Doris Matsui submits comments re Integrated Balancing Authority Area energy pricing proposal under ER08-1113.Availability: Public,20080919-0118-11810324.tif; 20080919-0118-11811571.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11810324; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11811571,Image; FERC Generated PDF,,,,,,,,,
7196,20080929-0011,2008-09-11,2008-09-19,CP08-31-000,"Congressman Arlin Specter et al providing an errata to correct the oversight re leaving Congressman John Pitts off of a letter dated 9/11/08 re the Transcontinental Gas Pipe Line Corporation pipeline extension etc, CP08-31.Availability: Public",20080929-0011-11815753.tif; 20080929-0011-11816459.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11815753; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11816459,Image; FERC Generated PDF,,,,,,,,,
7207,20080919-0131,2008-09-11,2008-09-11,CP08-31-000,US Senator Arlen Specter et al submits comments re Transcontinental Gas Pipe Line Corp under CP08-31.Availability: Public,20080919-0131-11810390.tif; 20080919-0131-11811741.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11810390; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11811741,Image; FERC Generated PDF,,,,,,,,,
7208,20080919-0115,2008-09-10,2008-09-10,P-2438-000,"US Representative John R Kuhl, Jr forwards comments on behalf of the Finger Lakes Ecology Association re water levels at the Cayuga Lake et al under P-2438.Availability: Public",20080919-0115-11810343.tif; 20080919-0115-11811716.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11810343; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=11811716,Image; FERC Generated PDF,,,,,,,,,
